league,season,upset_frequency
MLB,1980,0.5007125890736343
MLB,1981,0.5193687230989957
MLB,1982,0.49928808732795443
MLB,1983,0.5201517306780464
MLB,1984,0.4883610451306413
MLB,1985,0.48074179743223966
MLB,1986,0.5178316690442225
MLB,1987,0.520665083135392
MLB,1988,0.5061904761904762
MLB,1989,0.4862298195631529
MLB,1990,0.5182897862232779
MLB,1991,0.4762357414448669
MLB,1992,0.49667616334283
MLB,1993,0.502864698104892
MLB,1994,0.496875
MLB,1995,0.510659395141299
MLB,1996,0.49757388619320686
MLB,1997,0.5083848190644307
MLB,1998,0.484375
MLB,1999,0.47899505766062606
MLB,2000,0.4849732400164677
MLB,2001,0.49979415397282834
MLB,2002,0.49587798845836767
MLB,2003,0.5135802469135803
MLB,2004,0.5061779242174629
MLB,2005,0.48004936240230356
MLB,2006,0.48785508439687114
MLB,2007,0.5158371040723982
MLB,2008,0.48599670510708404
MLB,2009,0.5131687242798354
MLB,2010,0.5069958847736625
MLB,2011,0.49979415397282834
MLB,2012,0.505761316872428
MLB,2013,0.5076100370218017
MLB,2014,0.5041152263374485
MLB,2015,0.5002058460271717
MLB,2016,0.5057660626029654
MLB,2017,0.5
MLB,2018,0.48292883587001234
MLB,2019,0.5072046109510087
MLB,2020,0.4977728285077951
MLB,2021,0.5026759983532317
MLB,2022,0.4905349794238683
MLB,2023,0.49588477366255146
MLB,2024,0.5072046109510087
NBA,1949,0.5062388591800356
NBA,1950,0.5056497175141242
NBA,1951,0.5424242424242425
NBA,1952,0.5056818181818182
NBA,1953,0.4783950617283951
NBA,1954,0.5069444444444444
NBA,1955,0.5
NBA,1956,0.5243055555555556
NBA,1957,0.4652777777777778
NBA,1958,0.4826388888888889
NBA,1959,0.46
NBA,1960,0.48417721518987344
NBA,1961,0.4888888888888889
NBA,1962,0.48055555555555557
NBA,1963,0.5611111111111111
NBA,1964,0.4861111111111111
NBA,1965,0.4722222222222222
NBA,1966,0.4839506172839506
NBA,1967,0.5121951219512195
NBA,1968,0.5174216027874564
NBA,1969,0.5261324041811847
NBA,1970,0.4763271162123386
NBA,1971,0.5265423242467718
NBA,1972,0.4949784791965567
NBA,1973,0.4964131994261119
NBA,1974,0.5094850948509485
NBA,1975,0.5257452574525745
NBA,1976,0.4977827050997783
NBA,1977,0.5144124168514412
NBA,1978,0.4911308203991131
NBA,1979,0.5055432372505543
NBA,1980,0.4909862142099682
NBA,1981,0.4941675503711559
NBA,1982,0.5185577942735949
NBA,1983,0.4782608695652174
NBA,1984,0.48038176033934255
NBA,1985,0.47932131495228
NBA,1986,0.5079533404029692
NBA,1987,0.5111346765641569
NBA,1988,0.4995121951219512
NBA,1989,0.4905149051490515
NBA,1990,0.5103884372177055
NBA,1991,0.5140018066847335
NBA,1992,0.5031616982836495
NBA,1993,0.5275519421860885
NBA,1994,0.4941282746160795
NBA,1995,0.5492010092514719
NBA,1996,0.496215306980656
NBA,1997,0.4987384356602187
NBA,1998,0.48137931034482756
NBA,1999,0.488645920941968
NBA,2000,0.5365853658536586
NBA,2001,0.5197645079899075
NBA,2002,0.5222876366694701
NBA,2003,0.4802354920100925
NBA,2004,0.4926829268292683
NBA,2005,0.4821138211382114
NBA,2006,0.5178861788617887
NBA,2007,0.4788617886178862
NBA,2008,0.5032520325203252
NBA,2009,0.4796747967479675
NBA,2010,0.4821138211382114
NBA,2011,0.5171717171717172
NBA,2012,0.5020341741253052
NBA,2013,0.4861788617886179
NBA,2014,0.540650406504065
NBA,2015,0.5040650406504065
NBA,2016,0.4796747967479675
NBA,2017,0.5032520325203252
NBA,2018,0.498371335504886
NBA,2019,0.5108593012275732
NBA,2020,0.5111111111111111
NBA,2021,0.4853658536585366
NBA,2022,0.5146341463414634
NBA,2023,0.49715678310316813
NBA,2024,0.5012185215272137
NFL,1966,0.5714285714285714
NFL,1967,0.5142857142857142
NFL,1968,0.5659340659340659
NFL,1969,0.489010989010989
NFL,1970,0.5164835164835165
NFL,1971,0.510989010989011
NFL,1972,0.47802197802197804
NFL,1973,0.47802197802197804
NFL,1974,0.4010989010989011
NFL,1975,0.510989010989011
NFL,1976,0.5051020408163265
NFL,1977,0.5459183673469388
NFL,1978,0.5714285714285714
NFL,1979,0.5223214285714286
NFL,1980,0.4419642857142857
NFL,1981,0.53125
NFL,1982,0.5238095238095238
NFL,1983,0.5089285714285714
NFL,1984,0.53125
NFL,1985,0.5178571428571429
NFL,1986,0.5044642857142857
NFL,1987,0.5595238095238095
NFL,1988,0.5401785714285714
NFL,1989,0.46875
NFL,1990,0.5267857142857143
NFL,1991,0.4642857142857143
NFL,1992,0.46875
NFL,1993,0.5133928571428571
NFL,1994,0.42410714285714285
NFL,1995,0.5
NFL,1996,0.5291666666666667
NFL,1997,0.5291666666666667
NFL,1998,0.48333333333333334
NFL,1999,0.5524193548387096
NFL,2000,0.4717741935483871
NFL,2001,0.43548387096774194
NFL,2002,0.4921875
NFL,2003,0.44921875
NFL,2004,0.51953125
NFL,2005,0.55859375
NFL,2006,0.45703125
NFL,2007,0.5390625
NFL,2008,0.51953125
NFL,2009,0.49609375
NFL,2010,0.4921875
NFL,2011,0.453125
NFL,2012,0.5234375
NFL,2013,0.5078125
NFL,2014,0.59765625
NFL,2015,0.47265625
NFL,2016,0.51953125
NFL,2017,0.5
NFL,2018,0.5703125
NFL,2019,0.52734375
NFL,2020,0.54296875
NFL,2021,0.4889705882352941
NFL,2022,0.4907749077490775
NFL,2023,0.4889705882352941
NFL,2024,0.47794117647058826
