sport,season,metric_name,metric_real,metric_skill,metric_luck,q_skill,luck_share
MLB,1980,spearman_r,0.6634071902816523,0.9553087233639508,-0.0453610925781845,0.7082938563431418,0.2917061436568582
MLB,1981,spearman_r,0.4262716781159514,0.9121030177325504,0.2680130109420739,0.24570893121364526,0.7542910687863548
MLB,1982,spearman_r,0.3734483590046104,0.9580481699306348,0.1772503605930771,0.25127887919920144,0.7487211208007986
MLB,1983,spearman_r,0.3922204446586,0.9573484631674188,-0.1439890110920279,0.4868711619126389,0.5131288380873611
MLB,1984,spearman_r,0.2238452584491892,0.9200205649567348,-0.1406924369274435,0.3436723173272061,0.656327682672794
MLB,1985,spearman_r,0.6449577875406004,0.9408946402152883,0.3328192392336927,0.5133221107169159,0.4866778892830841
MLB,1986,spearman_r,0.2095860096243274,0.945167978737068,-0.2775580436570414,0.39840818332101574,0.6015918166789842
MLB,1987,spearman_r,0.3752581089353375,0.9798049090953852,0.1996167739385259,0.22512689834933,0.77487310165067
MLB,1988,spearman_r,0.4492108127358247,0.9587470606343098,0.199450292765446,0.3289366299706338,0.6710633700293662
MLB,1989,spearman_r,0.4446925455170045,0.9438165970096822,-0.1988649698486434,0.5631993496972536,0.4368006503027464
MLB,1990,spearman_r,0.4143696218278366,0.930077462288642,-0.0162013185561247,0.45501489529288597,0.544985104707114
MLB,1991,spearman_r,0.1870804392357336,0.9676092687085258,-0.1456927188600487,0.29890646186894093,0.701093538131059
MLB,1992,spearman_r,0.5283083884800575,0.9364188400749204,0.2030282655644916,0.4435291837950126,0.5564708162049874
MLB,1993,spearman_r,0.7099664473115739,0.9829928139764764,-0.2423891245409507,0.7771908022446998,0.22280919775530017
MLB,1994,spearman_r,0.3762269934523814,0.8435439878767663,-0.0189070184532229,0.45815241562187814,0.5418475843781219
MLB,1995,spearman_r,0.1789941091213809,0.970766437495547,0.1131166684011375,0.07681158800964086,0.9231884119903592
MLB,1996,spearman_r,0.526135119100918,0.9484578567522128,-0.3430148460414877,0.6729913557307634,0.3270086442692366
MLB,1997,spearman_r,0.493454513614575,0.907719808047498,-0.0759287059077024,0.5788482485810065,0.4211517514189935
MLB,1998,spearman_r,0.4655655881943799,0.9311267192560926,-0.1144219275953295,0.5547207368459525,0.44527926315404753
MLB,1999,spearman_r,0.6640978227453066,0.8842726884591855,0.2264025902684324,0.6653216701604244,0.3346783298395756
MLB,2000,spearman_r,0.484601663484253,0.8631864657144906,0.111783224241299,0.49616293710952175,0.5038370628904782
MLB,2001,spearman_r,0.3782036606334277,0.9274654631532318,0.1962975622880001,0.24878840842187955,0.7512115915781205
MLB,2002,spearman_r,0.7212568456295501,0.9231721021111674,-0.1231892389580529,0.8070310431430017,0.19296895685699833
MLB,2003,spearman_r,0.6511104756543297,0.905882982705939,-0.2912700614482242,0.7871846809430983,0.21281531905690165
MLB,2004,spearman_r,0.6196422897162583,0.9127725777821818,-0.1310337769448801,0.7191717728691428,0.2808282271308572
MLB,2005,spearman_r,0.2906434051553733,0.8786264008526696,-0.3153880981366301,0.5075579097280579,0.4924420902719421
MLB,2006,spearman_r,0.1901518724714486,0.8886660476618797,0.0419839160802166,0.1749983268389562,0.8250016731610438
MLB,2007,spearman_r,0.4793558515221158,0.8797863535201488,0.2525797337956855,0.36156524914557636,0.6384347508544237
MLB,2008,spearman_r,0.4470627763968806,0.8866726317817291,0.0823556573511144,0.45343705359935566,0.5465629464006443
MLB,2009,spearman_r,0.6209373281285102,0.8642085811753814,0.3126259547730763,0.5589577310771975,0.4410422689228025
MLB,2010,spearman_r,0.4002015025635478,0.8964939928762442,-0.0517377126205775,0.4766126386243685,0.5233873613756315
MLB,2011,spearman_r,0.6561032867971418,0.907218131296156,-0.456270352039185,0.8158291415232628,0.1841708584767372
MLB,2012,spearman_r,0.3439028762559079,0.8695409414231463,0.6417760847012897,-1.3078102246877379,2.3078102246877377
MLB,2013,spearman_r,0.6531069047734936,0.93191444257768,-0.2775836966954121,0.7694849386277274,0.23051506137227262
MLB,2014,spearman_r,0.3087092413458421,0.9328201429775986,-0.2712171297874531,0.48165151050640137,0.5183484894935986
MLB,2015,spearman_r,0.6250987023310451,0.8655066647307809,0.0433800282197448,0.7075779427121036,0.2924220572878964
MLB,2016,spearman_r,0.6329569006385217,0.8850489459791434,0.3261307984886972,0.548964286680402,0.451035713319598
MLB,2017,spearman_r,0.6766158159609253,0.8798267204264153,-0.2910625435911128,0.8264473757593118,0.17355262424068818
MLB,2018,spearman_r,0.6050195241208499,0.9142985928541508,-0.0518725626034896,0.679892049160993,0.320107950839007
MLB,2019,spearman_r,0.5940606927463453,0.9434972108735232,0.070924391562402,0.5995331158687122,0.40046688413128784
MLB,2020,spearman_r,0.515159879553461,0.7109115407591718,0.177392179611253,0.633093612976796,0.366906387023204
MLB,2021,spearman_r,0.5227528291016498,0.9193711700238336,0.1545700825124166,0.481409810474069,0.5185901895259311
MLB,2022,spearman_r,0.5997545340151645,0.9103180445361688,0.1344603705897404,0.5997158745091589,0.40028412549084114
MLB,2023,spearman_r,0.4032423395587251,0.9183607154520388,0.2639257248891905,0.21288075466398126,0.7871192453360187
MLB,2024,spearman_r,0.409365476918848,0.955746774580838,0.1618011798868306,0.31181519072151354,0.6881848092784865
NBA,1949,spearman_r,0.7340294840294839,0.8846632426237914,0.0346538899875295,0.8227857633246924,0.17721423667530756
NBA,1950,spearman_r,0.8430123260851314,0.952166479438449,-0.1578951502478333,0.9016683844984663,0.09833161550153369
NBA,1951,spearman_r,0.6439906260034909,0.902455801312274,-0.1428598985624865,0.752739602648511,0.24726039735148897
NBA,1952,spearman_r,0.7500139429824981,0.9451395216446116,0.3167701863354037,0.6894731049119446,0.3105268950880554
NBA,1953,spearman_r,0.7372881355932204,0.7647328842025763,-0.296110046131991,0.974129300554701,0.02587069944529896
NBA,1954,spearman_r,0.4545538027176646,0.9027075674773932,0.6587325492402599,-0.8368838252289516,1.8368838252289517
NBA,1955,spearman_r,0.078086880944303,0.879581914199181,0.1477397514687684,-0.09517471672388914,1.0951747167238892
NBA,1956,spearman_r,-0.2822138999690523,0.9518072289156626,0.3149108242146726,-0.9375539252165552,1.9375539252165552
NBA,1957,spearman_r,0.4819626927118799,0.9700772721497396,0.7854091098781055,-1.6431983371333763,2.6431983371333763
NBA,1958,spearman_r,0.745122224799006,0.9940297973880048,0.5582927151561686,0.42876660550876367,0.5712333944912363
NBA,1959,spearman_r,0.8734939759036143,0.8982196964349441,0.2085928825858212,0.9641462309254998,0.03585376907450022
NBA,1960,spearman_r,0.7185757571479554,0.9221722216732094,-0.1594979505283022,0.81177583540935,0.18822416459064994
NBA,1961,spearman_r,0.9279661016949152,0.9539832459815244,0.9220529258469676,0.18518999568526173,0.8148100043147383
NBA,1962,spearman_r,0.8487394957983194,0.9915966386554624,-0.0253166810588913,0.8595188595845406,0.14048114041545945
NBA,1963,spearman_r,0.8017519989412359,0.9492889050691344,-0.3248931448269654,0.8842104971264277,0.11578950287357226
NBA,1964,spearman_r,0.8565477091591587,0.9958246164193104,-0.2618049863341741,0.8892544299567888,0.11074557004321117
NBA,1965,spearman_r,0.7782494901428224,0.8403361344537816,-0.3043478260869565,0.9457608855796056,0.05423911442039442
NBA,1966,spearman_r,0.6116236550659085,0.9724816115547944,-0.3551556975916281,0.7281953783591001,0.2718046216408999
NBA,1967,spearman_r,0.7235960350022186,0.8495907904857465,0.1732242287168574,0.8137182371138867,0.1862817628861133
NBA,1968,spearman_r,0.7922188267203045,0.9322590529370336,-0.3496659242761692,0.8907578612586481,0.10924213874135191
NBA,1969,spearman_r,0.5784294135042938,0.970076057451308,0.0022753143279447,0.5953230592869136,0.40467694071308635
NBA,1970,spearman_r,0.6239277130118611,0.9242145931757104,-0.1050315296321911,0.7082457990275133,0.2917542009724867
NBA,1971,spearman_r,0.8480622814176615,0.9753153314038144,-0.2779517684270784,0.8984629453662962,0.10153705463370377
NBA,1972,spearman_r,0.8800744664839042,0.9153282641731492,0.4541632900932729,0.9235549105619222,0.07644508943807782
NBA,1973,spearman_r,0.810179309366352,0.8958076448828608,0.2203601484739389,0.8732272516046625,0.12677274839533748
NBA,1974,spearman_r,0.6738687251501462,0.9650397273715984,-0.2258613250326227,0.755503614986628,0.244496385013372
NBA,1975,spearman_r,0.4885654885654887,0.9849674949446692,-0.0847729392130819,0.5359603222159053,0.4640396777840947
NBA,1976,spearman_r,0.5035759249151822,0.9426950733945012,-0.0229756085430784,0.5452702906976072,0.45472970930239276
NBA,1977,spearman_r,0.5147916156753942,0.8989572948956134,0.2737702304592453,0.3855188293657989,0.614481170634201
NBA,1978,spearman_r,0.477984292717669,0.9018623932264352,-0.1606783624870963,0.6010712076412372,0.3989287923587628
NBA,1979,spearman_r,0.9072678776022404,0.8950062519287494,-0.0454548163203381,1.0130378875718047,-0.013037887571804685
NBA,1980,spearman_r,0.8234424027825835,0.9167274990299356,0.1036145224576114,0.8852741268001956,0.11472587319980443
NBA,1981,spearman_r,0.7594942557302109,0.9277736696790686,-0.3857542671047327,0.8718874496412363,0.12811255035876368
NBA,1982,spearman_r,0.7046863593764033,0.9417462077694772,-0.0154883957943997,0.7523492699590288,0.24765073004097116
NBA,1983,spearman_r,0.7729993683421176,0.9547043058375404,-0.144447629628951,0.8346862416083493,0.16531375839165074
NBA,1984,spearman_r,0.6651774838790541,0.9398473088884142,-0.1033636398366486,0.7367073022526828,0.26329269774731723
NBA,1985,spearman_r,0.6544597170788535,0.9290850769118166,0.0319819506881112,0.693875373070006,0.306124626929994
NBA,1986,spearman_r,0.9093847582241994,0.9667493796526054,0.0689570874018614,0.9361047962612886,0.06389520373871138
NBA,1987,spearman_r,0.7325062034739455,0.925220846477573,0.3138054406164399,0.6848057128488555,0.3151942871511445
NBA,1988,spearman_r,0.7933101314771848,0.946353041486922,0.0373432548661847,0.8316377752337767,0.1683622247662233
NBA,1989,spearman_r,0.8521072897004718,0.9311360645119924,0.2087856192616299,0.8905949662921164,0.10940503370788357
NBA,1990,spearman_r,0.7515361936507898,0.9107744534404753,-0.2431110295896367,0.861998212013618,0.13800178798638196
NBA,1991,spearman_r,0.8011669064187339,0.9127835683629676,-0.366957310560425,0.9127818265537211,0.08721817344627891
NBA,1992,spearman_r,0.6914339651775798,0.961568008351118,0.2760120255436928,0.6059635537460992,0.3940364462539008
NBA,1993,spearman_r,0.7869688895842955,0.945501477920678,-0.21799634172859,0.8637448341895718,0.13625516581042818
NBA,1994,spearman_r,0.8128350531854879,0.9526157904636184,-0.0497374135565772,0.8605474230864889,0.1394525769135111
NBA,1995,spearman_r,0.8502905244849112,0.9299331802721555,-0.3230915509072161,0.9364396776811555,0.06356032231884445
NBA,1996,spearman_r,0.8622096160531065,0.8809772966397209,-0.220555145680492,0.9829622080425674,0.017037791957432602
NBA,1997,spearman_r,0.9416582505759464,0.9569468612985156,-0.125955716243427,0.9858818225760692,0.014118177423930844
NBA,1998,spearman_r,0.6904475609964307,0.8532235133324837,-0.3220453159575113,0.8614989623825985,0.1385010376174015
NBA,1999,spearman_r,0.7877737964042006,0.8338091678912205,0.1038186412448133,0.9369370288974743,0.06306297110252568
NBA,2000,spearman_r,0.7365818363526889,0.8863413457436657,0.1430559847969915,0.7985168049048645,0.20148319509513546
NBA,2001,spearman_r,0.6595747627901849,0.842184528851958,-0.1303863798833464,0.8122401519296601,0.18775984807033985
NBA,2002,spearman_r,0.629021230263315,0.94609999574144,-0.145547681091187,0.7095411164176005,0.29045888358239946
NBA,2003,spearman_r,0.6955715205450248,0.9026353329067832,-0.2847240541918793,0.8256098241091746,0.1743901758908254
NBA,2004,spearman_r,0.5721044583152767,0.9000335514168132,-0.2745109104755267,0.7208031677462415,0.27919683225375846
NBA,2005,spearman_r,0.7803488372267413,0.9281649200768324,0.2792945050782071,0.7721947565595139,0.22780524344048614
NBA,2006,spearman_r,0.5961323496534765,0.8687922941579079,0.1538288784686691,0.6186379071695831,0.3813620928304169
NBA,2007,spearman_r,0.8063507067580454,0.8189838130349234,0.062360104480584,0.9833033169142747,0.01669668308572525
NBA,2008,spearman_r,0.8654231429693717,0.8967136374326552,-0.0789567517262277,0.9679292363374288,0.03207076366257122
NBA,2009,spearman_r,0.7425731701880737,0.8565843904655247,-0.0354004279558312,0.8721825552152005,0.1278174447847995
NBA,2010,spearman_r,0.74737783606206,0.8971723766015756,0.0363103375847587,0.8259947195364838,0.17400528046351615
NBA,2011,spearman_r,0.6523313858844779,0.8794078207326702,-0.00327646696073,0.742743313759917,0.257256686240083
NBA,2012,spearman_r,0.7730899480013792,0.8550695684663261,-0.0910732262140329,0.9133538606161001,0.08664613938389987
NBA,2013,spearman_r,0.7543546225993746,0.9112659066267392,-0.1467028851281999,0.8516862829506688,0.14831371704933116
NBA,2014,spearman_r,0.6333411664229277,0.8566786409675392,0.3190278272759463,0.5846049724892217,0.4153950275107783
NBA,2015,spearman_r,0.7643711425923765,0.9055129688828272,-0.0902740898979364,0.8582610357848354,0.14173896421516463
NBA,2016,spearman_r,0.6457638731537665,0.9078599509701976,-0.2634967313666572,0.776245714248584,0.22375428575141598
NBA,2017,spearman_r,0.6027091507191944,0.9151319020251822,0.290276178309899,0.5000081787706503,0.4999918212293497
NBA,2018,spearman_r,0.7500000188184093,0.90003355884946,0.1761819279398274,0.7927288775428881,0.20727112245711188
NBA,2019,spearman_r,0.7461487125014779,0.8757115244586181,-0.2065887878658125,0.8802894072174097,0.11971059278259033
NBA,2020,spearman_r,0.7132155635062611,0.8898969757336114,0.1064191435722535,0.7744908598882189,0.22550914011178114
