season,team,points,wins,draws,losses,gf,ga,gd,rank,simulated_rank_1,simulated_rank_2,simulated_rank_3,simulated_rank_4,simulated_rank_5,simulated_rank_6,simulated_rank_7,simulated_rank_8,simulated_rank_9,simulated_rank_10
2017,SEV,58,17,7,14,49,58,-9,7,20,4,12,11,15,17,7,3,17,1
2017,GET,55,15,10,13,42,33,9,8,16,15,5,2,11,13,8,18,16,12
2017,EIB,51,14,9,15,44,50,-6,9,10,2,8,8,16,11,3,4,20,17
2017,GIR,51,14,9,15,50,59,-9,10,14,18,11,3,4,12,18,19,6,9
2017,RSO,49,14,7,17,66,59,7,11,9,7,17,7,6,1,9,2,10,19
2017,CEL,49,13,10,15,59,60,-1,12,13,17,14,19,8,20,12,17,7,8
2017,ESP,49,12,13,13,36,42,-6,13,1,13,6,12,12,16,1,14,8,15
2017,ALA,47,15,2,21,40,50,-10,14,2,11,13,15,18,18,4,9,19,3
2017,LEVA,46,11,13,14,44,58,-14,15,4,14,2,17,5,4,19,10,14,18
2017,ATHB,43,10,13,15,41,49,-8,16,7,19,4,10,10,15,16,5,12,5
2017,LEG,43,12,7,19,34,51,-17,17,6,1,9,4,9,9,5,15,1,4
2017,LAC,29,6,11,21,38,76,-38,18,5,12,20,13,14,19,10,12,5,13
2017,LASP,22,5,7,26,24,74,-50,19,19,3,3,18,20,5,13,1,11,6
2017,MLG,20,5,5,28,24,61,-37,20,18,16,1,20,3,2,20,11,3,2
2018,BARC,87,26,9,3,90,36,54,1,5,17,7,1,17,2,2,15,17,3
2018,ATHM,76,22,10,6,55,29,26,2,19,5,13,19,2,15,5,4,9,7
2018,RMA,68,21,5,12,63,46,17,3,10,3,17,13,19,12,11,1,20,19
2018,VLC,61,15,16,7,51,35,16,4,13,18,6,8,16,19,9,13,3,10
2018,SEV,59,17,8,13,62,47,15,5,2,12,4,6,11,13,12,17,5,12
2018,GET,59,15,14,9,48,35,13,6,14,4,12,2,5,1,13,11,12,8
2018,ESP,53,14,11,13,48,50,-2,7,18,20,11,3,7,8,10,19,11,16
2018,ATHB,53,13,14,11,41,45,-4,8,11,10,1,16,18,10,16,9,7,4
2018,RSO,50,13,11,14,45,46,-1,9,8,9,18,7,4,5,17,7,19,6
2018,BET,50,14,8,16,44,52,-8,10,20,15,8,9,6,4,15,18,15,1
2018,ALA,50,13,11,14,39,50,-11,11,17,19,2,14,1,14,14,3,16,13
2018,EIB,47,11,14,13,46,50,-4,12,4,14,14,15,13,3,20,5,8,15
2018,LEG,45,11,12,15,37,43,-6,13,3,2,5,12,14,16,8,16,1,5
2018,VIL,44,10,14,14,49,52,-3,14,12,16,19,20,8,9,19,2,6,2
2018,LEVA,44,11,11,16,59,66,-7,15,7,13,16,5,10,20,1,12,14,17
2018,CEL,41,10,11,17,53,62,-9,16,1,11,10,17,9,6,4,10,10,18
2018,VLLD,41,10,11,17,32,51,-19,17,15,6,9,11,15,7,3,8,4,14
2018,GIR,37,9,10,19,37,53,-16,18,6,7,15,4,20,11,6,14,2,20
2018,HUE,33,7,12,19,43,65,-22,19,16,1,20,18,12,17,18,6,13,11
2018,RAYO,32,8,8,22,41,70,-29,20,9,8,3,10,3,18,7,20,18,9
2019,RMA,87,26,9,3,70,25,45,1,18,9,12,3,18,3,7,20,17,15
2019,BARC,82,25,7,6,86,38,48,2,14,7,17,2,3,15,4,13,20,8
2019,ATHM,70,18,16,4,51,27,24,3,12,5,16,16,11,8,13,4,19,19
2019,SEV,70,19,13,6,54,34,20,4,2,8,6,9,8,2,14,9,12,11
2019,VIL,60,18,6,14,63,49,14,5,8,10,20,11,17,17,9,7,14,13
2019,RSO,56,16,8,14,56,48,8,6,3,4,13,19,7,18,16,1,18,7
2019,GRA,56,16,8,14,52,45,7,7,4,15,4,1,16,19,6,17,8,10
2019,GET,54,14,12,12,43,37,6,8,20,14,1,18,5,16,1,3,16,2
2019,VLC,53,14,11,13,46,53,-7,9,7,17,14,12,9,7,10,8,4,14
2019,OSA,52,13,13,12,46,54,-8,10,11,20,9,7,2,14,3,5,9,12
2019,ATHB,51,13,12,13,41,38,3,11,13,18,10,14,1,11,12,18,10,1
2019,LEVA,49,14,7,17,47,53,-6,12,5,1,2,5,4,13,15,11,11,16
2019,VLLD,42,9,15,14,32,43,-11,13,9,3,7,4,14,1,19,14,1,6
2019,EIB,42,11,9,18,39,56,-17,14,16,2,11,15,13,6,18,16,7,20
2019,BET,41,10,11,17,48,60,-12,15,1,6,3,13,12,9,17,2,13,9
2019,ALA,39,10,9,19,34,59,-25,16,15,11,19,17,19,4,11,12,15,3
2019,CEL,37,7,16,15,37,49,-12,17,19,13,5,8,6,20,5,6,2,4
2019,LEG,36,8,12,18,30,51,-21,18,17,16,8,10,10,12,20,10,5,17
2019,MALL,33,9,6,23,40,65,-25,19,6,12,15,6,20,5,8,15,6,18
2019,ESP,25,5,10,23,27,58,-31,20,10,19,18,20,15,10,2,19,3,5
2020,ATHM,86,26,8,4,67,25,42,1,15,12,20,6,12,12,9,16,10,12
2020,RMA,84,25,9,4,67,28,39,2,2,8,17,5,14,20,8,19,9,6
2020,BARC,79,24,7,7,85,38,47,3,17,5,5,17,10,5,11,4,7,17
2020,SEV,77,24,5,9,53,33,20,4,6,11,4,19,9,2,18,14,5,15
2020,RSO,62,17,11,10,59,38,21,5,11,16,19,2,17,10,5,20,6,10
2020,BET,61,17,10,11,50,50,0,6,9,18,3,10,4,8,4,8,12,7
2020,VIL,58,15,13,10,60,44,16,7,3,4,13,8,1,19,2,18,8,3
2020,CEL,53,14,11,13,55,57,-2,8,16,15,9,4,2,13,20,13,16,5
2020,ATHB,46,11,13,14,46,42,4,9,14,14,8,9,20,18,1,15,11,9
2020,GRA,46,13,7,18,47,65,-18,10,4,1,15,11,3,14,12,7,3,19
2020,OSA,44,11,11,16,37,48,-11,11,13,10,7,3,16,15,15,9,20,18
2020,CAD,44,11,11,16,36,58,-22,12,1,9,12,7,6,6,13,5,1,13
2020,VLC,43,10,13,15,50,53,-3,13,7,17,10,13,13,7,16,3,14,16
2020,LEVA,41,9,14,15,46,57,-11,14,5,2,2,12,11,16,19,12,15,14
2020,GET,38,9,11,18,28,43,-15,15,12,3,16,1,8,3,6,10,17,4
2020,ALA,38,9,11,18,36,57,-21,16,19,20,18,15,18,11,7,6,13,2
2020,ELC,36,8,12,18,34,55,-21,17,20,13,1,20,5,9,17,17,4,1
2020,HUE,34,7,13,18,34,53,-19,18,10,6,11,16,7,17,10,2,2,8
2020,VLLD,31,5,16,17,34,57,-23,19,8,19,14,18,19,4,3,1,19,11
2020,EIB,30,6,12,20,29,52,-23,20,18,7,6,14,15,1,14,11,18,20
2021,RMA,86,26,8,4,80,31,49,1,1,13,19,1,16,4,8,16,8,20
2021,BARC,73,21,10,7,68,38,30,2,8,20,15,9,10,14,15,12,7,3
2021,ATHM,71,21,8,9,65,43,22,3,15,8,4,10,19,10,7,15,1,14
2021,SEV,70,18,16,4,53,30,23,4,12,18,13,8,11,20,9,1,4,5
2021,BET,65,19,8,11,62,40,22,5,9,10,7,19,2,16,3,5,20,13
2021,RSO,62,17,11,10,40,37,3,6,20,4,11,6,12,13,12,6,12,19
2021,VIL,59,16,11,11,63,37,26,7,6,15,6,18,3,9,5,4,3,10
2021,ATHB,55,14,13,11,43,36,7,8,11,2,17,2,1,8,6,14,6,6
2021,VLC,48,11,15,12,48,53,-5,9,19,16,10,17,13,2,11,20,9,12
2021,OSA,47,12,11,15,37,51,-14,10,17,3,12,7,18,6,20,13,11,17
2021,CEL,46,12,10,16,43,43,0,11,10,19,14,4,8,19,1,17,16,11
2021,RAYO,42,11,9,18,39,50,-11,12,7,1,1,20,5,11,14,3,15,8
2021,ELC,42,11,9,18,40,52,-12,13,13,11,20,14,14,17,19,11,17,15
2021,ESP,42,10,12,16,40,53,-13,14,2,14,3,16,6,7,13,2,18,2
2021,GET,39,8,15,15,33,41,-8,15,14,9,18,15,17,18,16,9,19,1
2021,CAD,39,8,15,15,35,51,-16,16,18,17,8,5,4,3,4,10,13,4
2021,MALL,39,10,9,19,36,63,-27,17,5,7,9,11,9,1,10,18,14,16
2021,GRA,38,8,14,16,44,61,-17,18,16,5,2,12,20,15,2,7,2,18
2021,LEVA,35,8,11,19,51,76,-25,19,4,6,5,13,7,12,18,19,5,7
2021,ALA,31,8,7,23,31,65,-34,20,3,12,16,3,15,5,17,8,10,9
2022,BARC,88,28,4,6,70,20,50,1,9,15,1,11,19,14,7,4,17,1
2022,RMA,78,24,6,8,75,36,39,2,12,8,20,15,16,9,6,12,19,13
2022,ATHM,77,23,8,7,70,33,37,3,16,1,9,6,17,7,13,17,8,14
2022,RSO,71,21,8,9,51,35,16,4,14,12,8,13,3,16,4,16,1,19
2022,VIL,64,19,7,12,59,40,19,5,2,16,12,18,13,10,16,1,14,3
2022,BET,60,17,9,12,46,41,5,6,4,20,2,1,14,6,18,15,2,8
2022,OSA,53,15,8,15,37,42,-5,7,17,5,5,8,15,5,20,18,5,11
2022,ATHB,51,14,9,15,47,43,4,8,3,14,13,10,2,2,17,6,12,9
2022,MALL,50,14,8,16,37,43,-6,9,15,17,4,19,8,8,3,9,7,20
2022,GIR,49,13,10,15,58,55,3,10,13,7,11,14,4,19,2,11,18,10
2022,SEV,49,13,10,15,47,54,-7,11,8,11,17,7,9,12,9,20,6,2
2022,RAYO,49,13,10,15,45,53,-8,12,7,10,6,9,5,11,15,7,13,18
2022,CEL,43,11,10,17,43,53,-10,13,19,2,14,3,11,18,5,3,9,6
2022,VLC,42,11,9,18,42,45,-3,14,20,4,15,4,18,13,12,19,16,17
2022,GET,42,10,12,16,34,45,-11,15,11,13,19,16,10,4,11,5,15,5
2022,CAD,42,10,12,16,30,53,-23,16,6,9,10,5,12,20,19,10,3,16
2022,ALM,41,11,8,19,49,65,-16,17,5,6,18,2,6,3,1,14,11,15
2022,VLLD,40,11,7,20,33,63,-30,18,18,19,7,20,1,17,10,2,10,4
2022,ESP,37,8,13,17,52,69,-17,19,1,3,3,12,20,15,14,8,4,12
2022,ELC,25,5,10,23,30,67,-37,20,10,18,16,17,7,1,8,13,20,7
2023,RMA,95,29,8,1,87,26,61,1,3,9,16,1,6,6,13,18,7,13
2023,BARC,85,26,7,5,79,44,35,2,6,16,10,10,11,16,5,15,17,15
2023,GIR,81,25,6,7,85,46,39,3,13,13,1,19,5,11,16,8,10,18
2023,ATHM,76,24,4,10,70,43,27,4,16,7,14,13,16,8,11,7,8,8
2023,ATHB,68,19,11,8,61,37,24,5,10,6,7,4,9,13,1,13,18,20
2023,RSO,60,16,12,10,51,39,12,6,12,17,12,7,4,14,9,16,9,11
2023,BET,57,14,15,9,48,45,3,7,1,18,4,17,19,18,20,2,19,17
2023,VIL,53,14,11,13,65,65,0,8,15,20,2,16,7,17,14,6,13,12
2023,VLC,49,13,10,15,40,45,-5,9,7,10,17,6,20,10,4,10,16,6
2023,ALA,46,12,10,16,36,46,-10,10,5,14,19,14,8,15,17,4,11,2
2023,OSA,45,12,9,17,45,56,-11,11,4,3,8,11,18,1,2,20,6,9
2023,GET,43,10,13,15,42,54,-12,12,20,15,18,15,13,2,19,5,5,1
2023,SEV,41,10,11,17,48,54,-6,13,8,4,9,20,2,20,10,17,20,4
2023,CEL,41,10,11,17,46,57,-11,14,11,2,5,9,14,3,15,14,4,3
2023,MALL,40,8,16,14,33,44,-11,15,19,11,11,18,10,5,18,3,12,19
2023,LASP,40,10,10,18,33,47,-14,16,17,19,6,3,17,19,12,11,14,16
2023,RAYO,38,8,14,16,29,48,-19,17,18,1,20,2,12,7,3,12,15,10
2023,CAD,33,6,15,17,26,55,-29,18,2,8,15,8,3,9,8,9,2,5
2023,ALM,21,3,12,23,43,75,-32,19,9,5,3,12,1,12,7,1,3,7
2023,GRA,21,4,9,25,38,79,-41,20,14,12,13,5,15,4,6,19,1,14
2024,BARC,88,28,4,6,102,39,63,1,14,6,1,1,15,8,12,1,14,13
2024,RMA,84,26,6,6,78,38,40,2,19,15,20,7,17,18,1,19,20,3
2024,ATHM,76,22,10,6,68,30,38,3,11,10,3,3,14,5,4,14,16,18
2024,ATHB,70,19,13,6,54,29,25,4,6,18,13,13,20,9,18,20,17,12
2024,VIL,70,20,10,8,71,51,20,5,13,9,6,6,6,7,9,6,1,16
2024,BET,60,16,12,10,57,50,7,6,3,20,16,8,7,6,2,10,4,20
2024,CEL,55,16,7,15,59,57,2,7,18,17,9,10,3,13,16,2,13,11
2024,OSA,52,12,16,10,48,52,-4,8,10,13,7,11,13,3,13,5,19,15
2024,RAYO,52,13,13,12,41,45,-4,9,20,8,15,18,16,19,3,15,6,14
2024,MALL,48,13,9,16,35,44,-9,10,4,4,11,4,18,12,6,11,5,5
2024,VLC,46,11,13,14,44,54,-10,11,9,5,2,14,8,20,20,17,10,2
2024,RSO,46,13,7,18,35,46,-11,12,12,7,4,12,9,4,19,4,7,17
2024,GET,42,11,9,18,34,39,-5,13,7,16,8,5,11,15,8,8,18,19
2024,ALA,42,10,12,16,38,48,-10,14,15,14,19,16,19,2,10,7,2,6
2024,ESP,42,11,9,18,40,51,-11,15,1,19,10,17,1,14,15,3,9,1
2024,SEV,41,10,11,17,42,55,-13,16,17,3,17,9,2,1,14,16,8,9
2024,GIR,41,11,8,19,44,60,-16,17,5,11,18,2,12,10,7,13,11,4
2024,LEG,40,9,13,16,39,56,-17,18,8,2,5,19,4,11,11,18,3,10
2024,LASP,32,8,8,22,40,61,-21,19,16,12,14,15,5,16,5,9,15,7
2024,VLLD,16,4,4,30,26,90,-64,20,2,1,12,20,10,17,17,12,12,8
