league,season,n_teams,spearman_r_seed_1,spearman_p_seed_1,spearman_r_seed_2,spearman_p_seed_2,spearman_r_seed_3,spearman_p_seed_3,spearman_r_seed_4,spearman_p_seed_4,spearman_r_seed_5,spearman_p_seed_5,spearman_r_seed_6,spearman_p_seed_6,spearman_r_seed_7,spearman_p_seed_7,spearman_r_seed_8,spearman_p_seed_8,spearman_r_seed_9,spearman_p_seed_9,spearman_r_seed_10,spearman_p_seed_10,spearman_r_avg,spearman_p_avg
bundesliga,2004,18,0.21265382460703638,0.39688613713216625,-0.48585718408004375,0.04093403188969921,-0.26372247065698107,0.29032018217825317,0.1203802149511482,0.6342163377044243,0.17747282325402564,0.4811078380061222,0.03442798541860899,0.8921227176599076,0.12780755972867186,0.6132818828242554,0.28710999222880956,0.24801590171709198,-0.016411629551842555,0.9484655776299068,0.2790470169143481,0.2621344017873724,0.04729081328137814,0.4807485008529199
bundesliga,2005,18,-0.16605168358825523,0.510206168644934,0.03308583789102124,0.8963063372732516,0.022445346659979715,0.9295575328664576,0.20954682439598368,0.4039814579997445,0.20233672529327013,0.420707924635899,-0.33155483861707097,0.1789248570464496,-0.15094517282364286,0.5499248171507074,-0.35406225566650346,0.14944175370573276,0.06806037327579256,0.7884404430254803,0.4301077755277487,0.07481732795888349,-0.0037031067651676465,0.4902308620307541
bundesliga,2006,18,0.05804099520150716,0.8190548281649321,0.2555349972242282,0.30610395739151147,-0.11921438983243589,0.6375269361301266,0.30294832037118247,0.22170759638642118,0.02175066619066731,0.9317328304392618,-0.25140405049811176,0.3142584440726675,0.0,1.0,0.2350228205329361,0.34784621016880046,0.06002229813830355,0.8129796892138691,-0.48781173517152904,0.040009525729997115,0.007488992215674811,0.5431220017697587
bundesliga,2007,18,-0.11469896952047715,0.650410641700489,0.36157840298720045,0.14039029847794715,-0.17415249266263094,0.489482101989391,-0.028419149769222867,0.910872512237358,-0.1097195880947959,0.6647281820271354,-0.1479523915367648,0.5579530980686718,0.014216185348286363,0.9553525249222232,0.11423132298735197,0.6517504458606966,-0.36282661298145635,0.13892482486753588,0.29635790565142556,0.23242570473369514,-0.015138538759108366,0.5392290334885144
bundesliga,2008,18,-0.13650193414824155,0.5891340481612399,-0.23598809547448316,0.345811966563356,0.025811119279889015,0.919025064395183,-0.09105409262029052,0.7193527694845947,-0.47494777471532346,0.04639726664005008,0.05114551018567381,0.8402724923281646,-0.3842514036352729,0.1154064033749668,0.10344863978787491,0.6829172248059954,-0.29282002908441357,0.2383138810814747,-0.11338070535105078,0.6541900610244983,-0.15485387657756383,0.5150821177859524
bundesliga,2009,18,-0.22299250004041957,0.37377100757802595,0.10610260235760267,0.675198355155882,-0.14495612708744857,0.5660418543274827,0.1212934617746896,0.6316275899043959,0.014090098351343262,0.9557481464138058,-0.10554520951951815,0.676816968506672,-0.49762957149782344,0.03560492799436606,0.07580859907155046,0.7649638711320943,-0.023305293965442543,0.9268653842418914,-0.3306739267902381,0.18015264051273264,-0.10078078673457044,0.5786790745767348
bundesliga,2010,18,-0.1404884103233674,0.5781963233532521,0.06803709634754754,0.7885112431744827,0.11248999973917319,0.6567482291433275,0.16762399864315813,0.5061516617733735,-0.06047199002094104,0.811602229339648,-0.29729934288322524,0.23087468827148183,-0.37259442334213844,0.12782256687410978,0.0421986000018526,0.8679573666201319,0.14077048552035426,0.5774256704565743,0.004375163217141016,0.9862534580833588,-0.033535882310044535,0.6131543437089741
bundesliga,2011,18,-0.15759040082847703,0.5322849009817014,-0.3084920312390638,0.21294336519621285,0.18324544541976825,0.4667181656246133,0.05184954076937188,0.8381011061684189,0.01982943277940398,0.9377512646962061,0.06099589178624694,0.8099981196722268,0.237479671086286,0.34268207420919095,-0.20505865324641703,0.41435077984397195,0.20748545152285364,0.4087264586110473,-0.17426837122636665,0.489188655453371,-0.008452402317639385,0.5452744890456962
bundesliga,2012,18,0.05257522835033082,0.8358640894422813,-0.25796410911663725,0.30136859409883365,-0.03420846159413558,0.8928068147353204,-0.34236206442213196,0.1643178469686262,0.2758106000606904,0.2679394321439797,0.3718726349484044,0.12862095052692957,-0.27216933665706977,0.274565120580479,-0.014316012725344645,0.9550393049291495,-0.0021242844606927168,0.9933253776505173,0.3506743245169099,0.1536501544644687,0.012778851890032361,0.4967497685540586
bundesliga,2013,18,-0.310356360067123,0.21004746617443854,-0.2572785166023064,0.30270061897438155,-0.049052671219981095,0.8467336960347264,-0.575132275132275,0.012522745657612473,0.4854392826702003,0.04113380000788813,-0.0843120650105697,0.7394222123086405,-0.05347081640076534,0.8331049877837672,0.045234780047305315,0.8585443621417178,0.6925910122953938,0.001443562726089568,-0.09587575022839918,0.7051053589818352,-0.020221337964852055,0.45507588107910973
