league,season,team,first_half_win_pct_seed_1,second_half_win_pct_seed_1,first_half_win_pct_seed_2,second_half_win_pct_seed_2,first_half_win_pct_seed_3,second_half_win_pct_seed_3,first_half_win_pct_seed_4,second_half_win_pct_seed_4,first_half_win_pct_seed_5,second_half_win_pct_seed_5,first_half_win_pct_seed_6,second_half_win_pct_seed_6,first_half_win_pct_seed_7,second_half_win_pct_seed_7,first_half_win_pct_seed_8,second_half_win_pct_seed_8,first_half_win_pct_seed_9,second_half_win_pct_seed_9,first_half_win_pct_seed_10,second_half_win_pct_seed_10,first_half_win_pct_avg,second_half_win_pct_avg
bundesliga,2004,BAY,0.6470588235294118,0.23529411764705882,0.4117647058823529,0.23529411764705882,0.47058823529411764,0.23529411764705882,0.5882352941176471,0.4117647058823529,0.47058823529411764,0.35294117647058826,0.47058823529411764,0.4117647058823529,0.4117647058823529,0.47058823529411764,0.47058823529411764,0.47058823529411764,0.29411764705882354,0.29411764705882354,0.5294117647058824,0.35294117647058826,0.4764705882352941,0.34705882352941175
bundesliga,2004,BIE,0.47058823529411764,0.47058823529411764,0.35294117647058826,0.47058823529411764,0.47058823529411764,0.4117647058823529,0.5882352941176471,0.29411764705882354,0.23529411764705882,0.23529411764705882,0.5882352941176471,0.5294117647058824,0.47058823529411764,0.23529411764705882,0.5294117647058824,0.17647058823529413,0.6470588235294118,0.29411764705882354,0.11764705882352941,0.35294117647058826,0.4470588235294118,0.34705882352941175
bundesliga,2004,BOC,0.23529411764705882,0.17647058823529413,0.4117647058823529,0.4117647058823529,0.5294117647058824,0.23529411764705882,0.35294117647058826,0.4117647058823529,0.5882352941176471,0.47058823529411764,0.4117647058823529,0.35294117647058826,0.5294117647058824,0.47058823529411764,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.35294117647058826,0.4117647058823529,0.29411764705882354,0.3941176470588235,0.34705882352941175
bundesliga,2004,DOR,0.29411764705882354,0.47058823529411764,0.35294117647058826,0.4117647058823529,0.35294117647058826,0.4117647058823529,0.29411764705882354,0.4117647058823529,0.35294117647058826,0.47058823529411764,0.35294117647058826,0.17647058823529413,0.058823529411764705,0.5294117647058824,0.47058823529411764,0.7058823529411765,0.4117647058823529,0.23529411764705882,0.23529411764705882,0.35294117647058826,0.3176470588235294,0.41764705882352937
bundesliga,2004,FRE,0.35294117647058826,0.35294117647058826,0.23529411764705882,0.23529411764705882,0.4117647058823529,0.35294117647058826,0.35294117647058826,0.5294117647058824,0.47058823529411764,0.23529411764705882,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.17647058823529413,0.35294117647058826,0.23529411764705882,0.5882352941176471,0.4117647058823529,0.23529411764705882,0.11764705882352941,0.37058823529411766,0.3
bundesliga,2004,HAM,0.4117647058823529,0.5294117647058824,0.29411764705882354,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.058823529411764705,0.5294117647058824,0.23529411764705882,0.29411764705882354,0.17647058823529413,0.5294117647058824,0.11764705882352941,0.29411764705882354,0.29411764705882354,0.17647058823529413,0.29411764705882354,0.4117647058823529,0.47058823529411764,0.23529411764705882,0.2823529411764706,0.40588235294117647
bundesliga,2004,HAN,0.47058823529411764,0.29411764705882354,0.35294117647058826,0.4117647058823529,0.5882352941176471,0.058823529411764705,0.5882352941176471,0.47058823529411764,0.29411764705882354,0.47058823529411764,0.4117647058823529,0.23529411764705882,0.47058823529411764,0.47058823529411764,0.5882352941176471,0.5882352941176471,0.4117647058823529,0.5294117647058824,0.47058823529411764,0.4117647058823529,0.4647058823529412,0.3941176470588235
bundesliga,2004,HANR,0.47058823529411764,0.35294117647058826,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.47058823529411764,0.35294117647058826,0.23529411764705882,0.5882352941176471,0.29411764705882354,0.17647058823529413,0.35294117647058826,0.35294117647058826,0.29411764705882354,0.47058823529411764,0.47058823529411764,0.35294117647058826,0.4117647058823529,0.5294117647058824,0.23529411764705882,0.38823529411764707,0.3529411764705882
bundesliga,2004,HERT,0.23529411764705882,0.4117647058823529,0.47058823529411764,0.35294117647058826,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.35294117647058826,0.35294117647058826,0.4117647058823529,0.4117647058823529,0.47058823529411764,0.23529411764705882,0.4117647058823529,0.35294117647058826,0.23529411764705882,0.17647058823529413,0.4117647058823529,0.5294117647058824,0.47058823529411764,0.3176470588235294,0.3705882352941176
bundesliga,2004,KAI,0.47058823529411764,0.23529411764705882,0.29411764705882354,0.6470588235294118,0.4117647058823529,0.47058823529411764,0.4117647058823529,0.47058823529411764,0.5294117647058824,0.29411764705882354,0.47058823529411764,0.29411764705882354,0.47058823529411764,0.6470588235294118,0.5294117647058824,0.4117647058823529,0.35294117647058826,0.47058823529411764,0.11764705882352941,0.17647058823529413,0.40588235294117647,0.411764705882353
bundesliga,2004,LEVK,0.47058823529411764,0.6470588235294118,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.5882352941176471,0.4117647058823529,0.29411764705882354,0.35294117647058826,0.29411764705882354,0.47058823529411764,0.4117647058823529,0.29411764705882354,0.47058823529411764,0.47058823529411764,0.17647058823529413,0.4117647058823529,0.29411764705882354,0.47058823529411764,0.5294117647058824,0.41764705882352937,0.38823529411764707
bundesliga,2004,M'G,0.23529411764705882,0.29411764705882354,0.47058823529411764,0.35294117647058826,0.35294117647058826,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.5294117647058824,0.47058823529411764,0.47058823529411764,0.4117647058823529,0.4117647058823529,0.29411764705882354,0.5294117647058824,0.47058823529411764,0.5882352941176471,0.47058823529411764,0.35294117647058826,0.47058823529411764,0.4235294117647059,0.37058823529411766
bundesliga,2004,MAI,0.17647058823529413,0.11764705882352941,0.4117647058823529,0.4117647058823529,0.5882352941176471,0.29411764705882354,0.4117647058823529,0.5294117647058824,0.17647058823529413,0.23529411764705882,0.5294117647058824,0.4117647058823529,0.4117647058823529,0.47058823529411764,0.17647058823529413,0.4117647058823529,0.47058823529411764,0.23529411764705882,0.35294117647058826,0.5294117647058824,0.3705882352941177,0.36470588235294116
bundesliga,2004,NUR,0.4117647058823529,0.5294117647058824,0.4117647058823529,0.47058823529411764,0.35294117647058826,0.35294117647058826,0.23529411764705882,0.35294117647058826,0.35294117647058826,0.5294117647058824,0.29411764705882354,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.47058823529411764,0.4117647058823529,0.29411764705882354,0.35294117647058826,0.4117647058823529,0.4117647058823529,0.3647058823529411,0.4
bundesliga,2004,SCH,0.47058823529411764,0.47058823529411764,0.35294117647058826,0.29411764705882354,0.47058823529411764,0.5882352941176471,0.23529411764705882,0.47058823529411764,0.4117647058823529,0.47058823529411764,0.17647058823529413,0.5294117647058824,0.29411764705882354,0.4117647058823529,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.5294117647058824,0.35294117647058826,0.4117647058823529,0.3294117647058824,0.4470588235294118
bundesliga,2004,STU,0.47058823529411764,0.47058823529411764,0.5294117647058824,0.35294117647058826,0.29411764705882354,0.5294117647058824,0.17647058823529413,0.17647058823529413,0.17647058823529413,0.47058823529411764,0.23529411764705882,0.29411764705882354,0.4117647058823529,0.35294117647058826,0.47058823529411764,0.35294117647058826,0.5294117647058824,0.4117647058823529,0.4117647058823529,0.23529411764705882,0.3705882352941176,0.36470588235294116
bundesliga,2004,WERB,0.5294117647058824,0.4117647058823529,0.23529411764705882,0.5294117647058824,0.4117647058823529,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.4117647058823529,0.35294117647058826,0.17647058823529413,0.47058823529411764,0.47058823529411764,0.35294117647058826,0.11764705882352941,0.4117647058823529,0.47058823529411764,0.47058823529411764,0.35294117647058826,0.4117647058823529,0.34705882352941175,0.3941176470588235
bundesliga,2004,WOB,0.35294117647058826,0.4117647058823529,0.4117647058823529,0.29411764705882354,0.4117647058823529,0.35294117647058826,0.47058823529411764,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.29411764705882354,0.23529411764705882,0.29411764705882354,0.23529411764705882,0.35294117647058826,0.5294117647058824,0.47058823529411764,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.38823529411764707,0.3647058823529411
bundesliga,2005,BAY,0.29411764705882354,0.4117647058823529,0.47058823529411764,0.47058823529411764,0.4117647058823529,0.47058823529411764,0.23529411764705882,0.35294117647058826,0.35294117647058826,0.4117647058823529,0.4117647058823529,0.5294117647058824,0.29411764705882354,0.35294117647058826,0.4117647058823529,0.29411764705882354,0.35294117647058826,0.4117647058823529,0.35294117647058826,0.47058823529411764,0.35882352941176465,0.41764705882352937
bundesliga,2005,BIE,0.29411764705882354,0.5294117647058824,0.4117647058823529,0.5294117647058824,0.17647058823529413,0.35294117647058826,0.47058823529411764,0.4117647058823529,0.23529411764705882,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.4117647058823529,0.47058823529411764,0.29411764705882354,0.5294117647058824,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.3705882352941176,0.40588235294117647
