league,season,team,first_half_win_pct,second_half_win_pct,n_first,n_second,seed
La Liga,2000,ALA,0.42105263157894735,0.3684210526315789,19,19,6
La Liga,2000,ATHB,0.2631578947368421,0.21052631578947367,19,19,6
La Liga,2000,BARC,0.3684210526315789,0.2631578947368421,19,19,6
La Liga,2000,CEL,0.3157894736842105,0.5789473684210527,19,19,6
La Liga,2000,ESP,0.42105263157894735,0.3684210526315789,19,19,6
La Liga,2000,LAC,0.3684210526315789,0.15789473684210525,19,19,6
La Liga,2000,LASP,0.2631578947368421,0.3157894736842105,19,19,6
La Liga,2000,MALL,0.21052631578947367,0.3157894736842105,19,19,6
La Liga,2000,MLG,0.47368421052631576,0.3684210526315789,19,19,6
La Liga,2000,NUM,0.47368421052631576,0.47368421052631576,19,19,6
La Liga,2000,OSA,0.21052631578947367,0.5789473684210527,19,19,6
La Liga,2000,OVI,0.3157894736842105,0.3684210526315789,19,19,6
La Liga,2000,RAYO,0.5263157894736842,0.3157894736842105,19,19,6
La Liga,2000,RMA,0.3157894736842105,0.631578947368421,19,19,6
La Liga,2000,RSO,0.42105263157894735,0.42105263157894735,19,19,6
La Liga,2000,SAN,0.2631578947368421,0.42105263157894735,19,19,6
La Liga,2000,VIL,0.2631578947368421,0.5263157894736842,19,19,6
La Liga,2000,VLC,0.5263157894736842,0.47368421052631576,19,19,6
La Liga,2000,VLLD,0.6842105263157895,0.21052631578947367,19,19,6
La Liga,2000,ZAR,0.3157894736842105,0.3684210526315789,19,19,6
La Liga,2001,ALA,0.42105263157894735,0.21052631578947367,19,19,6
La Liga,2001,ATHB,0.2631578947368421,0.5789473684210527,19,19,6
La Liga,2001,BARC,0.2631578947368421,0.21052631578947367,19,19,6
La Liga,2001,BET,0.42105263157894735,0.5263157894736842,19,19,6
La Liga,2001,CEL,0.3157894736842105,0.3157894736842105,19,19,6
La Liga,2001,ESP,0.21052631578947367,0.42105263157894735,19,19,6
La Liga,2001,LAC,0.2631578947368421,0.47368421052631576,19,19,6
La Liga,2001,LASP,0.3684210526315789,0.42105263157894735,19,19,6
La Liga,2001,MALL,0.3684210526315789,0.2631578947368421,19,19,6
La Liga,2001,MLG,0.47368421052631576,0.42105263157894735,19,19,6
La Liga,2001,OSA,0.47368421052631576,0.2631578947368421,19,19,6
La Liga,2001,RAYO,0.3157894736842105,0.42105263157894735,19,19,6
La Liga,2001,RMA,0.6842105263157895,0.47368421052631576,19,19,6
La Liga,2001,RSO,0.42105263157894735,0.5789473684210527,19,19,6
La Liga,2001,SEV,0.2631578947368421,0.2631578947368421,19,19,6
La Liga,2001,TEN,0.5789473684210527,0.3157894736842105,19,19,6
La Liga,2001,VIL,0.42105263157894735,0.3684210526315789,19,19,6
La Liga,2001,VLC,0.3684210526315789,0.2631578947368421,19,19,6
La Liga,2001,VLLD,0.42105263157894735,0.5263157894736842,19,19,6
La Liga,2001,ZAR,0.21052631578947367,0.47368421052631576,19,19,6
La Liga,2002,ALA,0.3157894736842105,0.2631578947368421,19,19,6
La Liga,2002,ATHB,0.2631578947368421,0.5263157894736842,19,19,6
La Liga,2002,ATHM,0.2631578947368421,0.3157894736842105,19,19,6
La Liga,2002,BARC,0.42105263157894735,0.2631578947368421,19,19,6
La Liga,2002,BET,0.47368421052631576,0.3157894736842105,19,19,6
La Liga,2002,CEL,0.3684210526315789,0.3157894736842105,19,19,6
La Liga,2002,ESP,0.42105263157894735,0.5789473684210527,19,19,6
La Liga,2002,LAC,0.15789473684210525,0.3157894736842105,19,19,6
La Liga,2002,MALL,0.42105263157894735,0.2631578947368421,19,19,6
La Liga,2002,MLG,0.3157894736842105,0.5263157894736842,19,19,6
La Liga,2002,OSA,0.3684210526315789,0.3684210526315789,19,19,6
La Liga,2002,RAYO,0.3684210526315789,0.42105263157894735,19,19,6
La Liga,2002,REC,0.42105263157894735,0.47368421052631576,19,19,6
La Liga,2002,RMA,0.3157894736842105,0.3684210526315789,19,19,6
La Liga,2002,RSO,0.2631578947368421,0.42105263157894735,19,19,6
La Liga,2002,SAN,0.42105263157894735,0.47368421052631576,19,19,6
La Liga,2002,SEV,0.5789473684210527,0.42105263157894735,19,19,6
La Liga,2002,VIL,0.2631578947368421,0.3684210526315789,19,19,6
La Liga,2002,VLC,0.3157894736842105,0.42105263157894735,19,19,6
La Liga,2002,VLLD,0.3684210526315789,0.47368421052631576,19,19,6
La Liga,2003,ALB,0.3684210526315789,0.3684210526315789,19,19,6
La Liga,2003,ATHB,0.3684210526315789,0.3157894736842105,19,19,6
La Liga,2003,ATHM,0.2631578947368421,0.42105263157894735,19,19,6
La Liga,2003,BARC,0.3684210526315789,0.15789473684210525,19,19,6
La Liga,2003,BET,0.2631578947368421,0.2631578947368421,19,19,6
La Liga,2003,CEL,0.42105263157894735,0.5263157894736842,19,19,6
La Liga,2003,ESP,0.3157894736842105,0.47368421052631576,19,19,6
La Liga,2003,LAC,0.42105263157894735,0.3157894736842105,19,19,6
La Liga,2003,MALL,0.2631578947368421,0.15789473684210525,19,19,6
La Liga,2003,MLG,0.42105263157894735,0.47368421052631576,19,19,6
La Liga,2003,MUR,0.3684210526315789,0.21052631578947367,19,19,6
La Liga,2003,OSA,0.3157894736842105,0.47368421052631576,19,19,6
La Liga,2003,RMA,0.3684210526315789,0.3157894736842105,19,19,6
La Liga,2003,RSO,0.6842105263157895,0.5789473684210527,19,19,6
La Liga,2003,SAN,0.3684210526315789,0.47368421052631576,19,19,6
La Liga,2003,SEV,0.3684210526315789,0.42105263157894735,19,19,6
La Liga,2003,VIL,0.3684210526315789,0.47368421052631576,19,19,6
La Liga,2003,VLC,0.5263157894736842,0.47368421052631576,19,19,6
La Liga,2003,VLLD,0.3157894736842105,0.2631578947368421,19,19,6
La Liga,2003,ZAR,0.42105263157894735,0.3684210526315789,19,19,6
La Liga,2005,ALA,0.3157894736842105,0.47368421052631576,19,19,6
La Liga,2005,ATHB,0.3684210526315789,0.2631578947368421,19,19,6
La Liga,2005,ATHM,0.15789473684210525,0.631578947368421,19,19,6
La Liga,2005,BARC,0.3157894736842105,0.2631578947368421,19,19,6
La Liga,2005,BET,0.3684210526315789,0.3157894736842105,19,19,6
La Liga,2005,CAD,0.5263157894736842,0.3157894736842105,19,19,6
La Liga,2005,CEL,0.47368421052631576,0.2631578947368421,19,19,6
La Liga,2005,ESP,0.3684210526315789,0.47368421052631576,19,19,6
La Liga,2005,GET,0.3157894736842105,0.3684210526315789,19,19,6
La Liga,2005,LAC,0.5263157894736842,0.21052631578947367,19,19,6
La Liga,2005,MALL,0.2631578947368421,0.47368421052631576,19,19,6
La Liga,2005,MLG,0.5263157894736842,0.21052631578947367,19,19,6
La Liga,2005,OSA,0.2631578947368421,0.3157894736842105,19,19,6
La Liga,2005,RMA,0.3157894736842105,0.2631578947368421,19,19,6
La Liga,2005,RSO,0.5789473684210527,0.47368421052631576,19,19,6
La Liga,2005,SAN,0.3684210526315789,0.3684210526315789,19,19,6
La Liga,2005,SEV,0.5263157894736842,0.2631578947368421,19,19,6
La Liga,2005,VIL,0.2631578947368421,0.2631578947368421,19,19,6
La Liga,2005,VLC,0.2631578947368421,0.3684210526315789,19,19,6
La Liga,2005,ZAR,0.5263157894736842,0.42105263157894735,19,19,6
La Liga,2007,ALM,0.5263157894736842,0.42105263157894735,19,19,6
La Liga,2007,ATHB,0.42105263157894735,0.5263157894736842,19,19,6
La Liga,2007,ATHM,0.21052631578947367,0.2631578947368421,19,19,6
La Liga,2007,BARC,0.47368421052631576,0.47368421052631576,19,19,6
La Liga,2007,BET,0.42105263157894735,0.5263157894736842,19,19,6
La Liga,2007,ESP,0.2631578947368421,0.3684210526315789,19,19,6
La Liga,2007,GET,0.3684210526315789,0.5263157894736842,19,19,6
La Liga,2007,LAC,0.21052631578947367,0.42105263157894735,19,19,6
La Liga,2007,LEVA,0.42105263157894735,0.42105263157894735,19,19,6
La Liga,2007,MALL,0.21052631578947367,0.2631578947368421,19,19,6
La Liga,2007,MUR,0.47368421052631576,0.42105263157894735,19,19,6
La Liga,2007,OSA,0.3684210526315789,0.42105263157894735,19,19,6
La Liga,2007,REC,0.47368421052631576,0.2631578947368421,19,19,6
La Liga,2007,RMA,0.3684210526315789,0.2631578947368421,19,19,6
La Liga,2007,SAN,0.5263157894736842,0.42105263157894735,19,19,6
La Liga,2007,SEV,0.5263157894736842,0.3684210526315789,19,19,6
La Liga,2007,VIL,0.3157894736842105,0.3684210526315789,19,19,6
La Liga,2007,VLC,0.5789473684210527,0.2631578947368421,19,19,6
La Liga,2007,VLLD,0.2631578947368421,0.5263157894736842,19,19,6
La Liga,2007,ZAR,0.3684210526315789,0.2631578947368421,19,19,6
La Liga,2008,ALM,0.2631578947368421,0.631578947368421,19,19,6
La Liga,2008,ATHB,0.3684210526315789,0.3684210526315789,19,19,6
La Liga,2008,ATHM,0.3684210526315789,0.42105263157894735,19,19,6
