league,season,team,first_half_win_pct,second_half_win_pct,n_first,n_second,seed
Premier League,2001,ARS,0.5789473684210527,0.2631578947368421,19,19,6
Premier League,2001,AVL,0.42105263157894735,0.3684210526315789,19,19,6
Premier League,2001,BLBN,0.42105263157894735,0.3157894736842105,19,19,6
Premier League,2001,BOLN,0.2631578947368421,0.47368421052631576,19,19,6
Premier League,2001,CHA,0.3684210526315789,0.3684210526315789,19,19,6
Premier League,2001,CHE,0.15789473684210525,0.3684210526315789,19,19,6
Premier League,2001,DER,0.3157894736842105,0.3684210526315789,19,19,6
Premier League,2001,EVE,0.2631578947368421,0.5263157894736842,19,19,6
Premier League,2001,FUL,0.3684210526315789,0.3157894736842105,19,19,6
Premier League,2001,IPS,0.42105263157894735,0.42105263157894735,19,19,6
Premier League,2001,LEE,0.47368421052631576,0.3157894736842105,19,19,6
Premier League,2001,LEIC,0.3684210526315789,0.3157894736842105,19,19,6
Premier League,2001,LIVP,0.21052631578947367,0.2631578947368421,19,19,6
Premier League,2001,MANU,0.2631578947368421,0.47368421052631576,19,19,6
Premier League,2001,MID,0.21052631578947367,0.21052631578947367,19,19,6
Premier League,2001,NEW,0.5263157894736842,0.3157894736842105,19,19,6
Premier League,2001,SOU,0.15789473684210525,0.3157894736842105,19,19,6
Premier League,2001,SUN,0.42105263157894735,0.47368421052631576,19,19,6
Premier League,2001,TOT,0.3157894736842105,0.47368421052631576,19,19,6
Premier League,2001,WHU,0.3157894736842105,0.21052631578947367,19,19,6
Premier League,2002,ARS,0.42105263157894735,0.3684210526315789,19,19,6
Premier League,2002,AVL,0.42105263157894735,0.2631578947368421,19,19,6
Premier League,2002,BIR,0.21052631578947367,0.42105263157894735,19,19,6
Premier League,2002,BLBN,0.47368421052631576,0.5789473684210527,19,19,6
Premier League,2002,BOLN,0.47368421052631576,0.42105263157894735,19,19,6
Premier League,2002,CHA,0.47368421052631576,0.42105263157894735,19,19,6
Premier League,2002,CHE,0.42105263157894735,0.2631578947368421,19,19,6
Premier League,2002,EVE,0.21052631578947367,0.3157894736842105,19,19,6
Premier League,2002,FUL,0.5789473684210527,0.5263157894736842,19,19,6
Premier League,2002,LEE,0.3684210526315789,0.3684210526315789,19,19,6
Premier League,2002,LIVP,0.3157894736842105,0.5263157894736842,19,19,6
Premier League,2002,MANC,0.2631578947368421,0.5263157894736842,19,19,6
Premier League,2002,MANU,0.3684210526315789,0.3157894736842105,19,19,6
Premier League,2002,MID,0.42105263157894735,0.3157894736842105,19,19,6
Premier League,2002,NEW,0.42105263157894735,0.3684210526315789,19,19,6
Premier League,2002,SOU,0.3684210526315789,0.3157894736842105,19,19,6
Premier League,2002,SUN,0.42105263157894735,0.2631578947368421,19,19,6
Premier League,2002,TOT,0.47368421052631576,0.3684210526315789,19,19,6
Premier League,2002,WBA,0.3157894736842105,0.42105263157894735,19,19,6
Premier League,2002,WHU,0.2631578947368421,0.3157894736842105,19,19,6
Premier League,2005,ARS,0.21052631578947367,0.3684210526315789,19,19,6
Premier League,2005,AVL,0.3157894736842105,0.42105263157894735,19,19,6
Premier League,2005,BIR,0.47368421052631576,0.2631578947368421,19,19,6
Premier League,2005,BLBN,0.10526315789473684,0.3684210526315789,19,19,6
Premier League,2005,BOLN,0.3157894736842105,0.3684210526315789,19,19,6
Premier League,2005,CHA,0.5263157894736842,0.42105263157894735,19,19,6
Premier League,2005,CHE,0.3684210526315789,0.3684210526315789,19,19,6
Premier League,2005,EVE,0.2631578947368421,0.42105263157894735,19,19,6
Premier League,2005,FUL,0.47368421052631576,0.5263157894736842,19,19,6
Premier League,2005,LIVP,0.3157894736842105,0.42105263157894735,19,19,6
Premier League,2005,MANC,0.47368421052631576,0.47368421052631576,19,19,6
Premier League,2005,MANU,0.15789473684210525,0.3684210526315789,19,19,6
Premier League,2005,MID,0.42105263157894735,0.47368421052631576,19,19,6
Premier League,2005,NEW,0.3157894736842105,0.3157894736842105,19,19,6
Premier League,2005,POR,0.3684210526315789,0.47368421052631576,19,19,6
Premier League,2005,SUN,0.15789473684210525,0.3157894736842105,19,19,6
Premier League,2005,TOT,0.3684210526315789,0.3684210526315789,19,19,6
Premier League,2005,WBA,0.42105263157894735,0.2631578947368421,19,19,6
Premier League,2005,WHU,0.3684210526315789,0.3157894736842105,19,19,6
Premier League,2005,WIG,0.47368421052631576,0.47368421052631576,19,19,6
Premier League,2006,ARS,0.5263157894736842,0.3684210526315789,19,19,6
Premier League,2006,AVL,0.2631578947368421,0.2631578947368421,19,19,6
Premier League,2006,BLBN,0.3684210526315789,0.5263157894736842,19,19,6
Premier League,2006,BOLN,0.2631578947368421,0.42105263157894735,19,19,6
Premier League,2006,CHA,0.3684210526315789,0.3157894736842105,19,19,6
Premier League,2006,CHE,0.15789473684210525,0.2631578947368421,19,19,6
Premier League,2006,EVE,0.5263157894736842,0.3684210526315789,19,19,6
Premier League,2006,FUL,0.47368421052631576,0.21052631578947367,19,19,6
Premier League,2006,LIVP,0.5263157894736842,0.3684210526315789,19,19,6
Premier League,2006,MANC,0.2631578947368421,0.3684210526315789,19,19,6
Premier League,2006,MANU,0.631578947368421,0.3684210526315789,19,19,6
Premier League,2006,MID,0.3157894736842105,0.5789473684210527,19,19,6
Premier League,2006,NEW,0.21052631578947367,0.42105263157894735,19,19,6
Premier League,2006,POR,0.3157894736842105,0.3684210526315789,19,19,6
Premier League,2006,REA,0.3684210526315789,0.42105263157894735,19,19,6
Premier League,2006,SHU,0.42105263157894735,0.5789473684210527,19,19,6
Premier League,2006,TOT,0.3684210526315789,0.3684210526315789,19,19,6
Premier League,2006,WAT,0.5789473684210527,0.3157894736842105,19,19,6
Premier League,2006,WHU,0.3684210526315789,0.47368421052631576,19,19,6
Premier League,2006,WIG,0.47368421052631576,0.15789473684210525,19,19,6
Premier League,2007,ARS,0.3684210526315789,0.42105263157894735,19,19,6
Premier League,2007,AVL,0.21052631578947367,0.15789473684210525,19,19,6
Premier League,2007,BIR,0.42105263157894735,0.2631578947368421,19,19,6
Premier League,2007,BLBN,0.3157894736842105,0.3157894736842105,19,19,6
Premier League,2007,BOLN,0.3157894736842105,0.5263157894736842,19,19,6
Premier League,2007,CHE,0.42105263157894735,0.3157894736842105,19,19,6
Premier League,2007,DER,0.3684210526315789,0.2631578947368421,19,19,6
Premier League,2007,EVE,0.3684210526315789,0.5263157894736842,19,19,6
Premier League,2007,FUL,0.3157894736842105,0.42105263157894735,19,19,6
Premier League,2007,LIVP,0.42105263157894735,0.42105263157894735,19,19,6
Premier League,2007,MANC,0.3684210526315789,0.3684210526315789,19,19,6
Premier League,2007,MANU,0.47368421052631576,0.47368421052631576,19,19,6
Premier League,2007,MID,0.47368421052631576,0.42105263157894735,19,19,6
Premier League,2007,NEW,0.42105263157894735,0.42105263157894735,19,19,6
Premier League,2007,POR,0.3684210526315789,0.42105263157894735,19,19,6
Premier League,2007,REA,0.3684210526315789,0.21052631578947367,19,19,6
Premier League,2007,SUN,0.3157894736842105,0.10526315789473684,19,19,6
Premier League,2007,TOT,0.42105263157894735,0.3157894736842105,19,19,6
Premier League,2007,WHU,0.42105263157894735,0.42105263157894735,19,19,6
Premier League,2007,WIG,0.2631578947368421,0.3684210526315789,19,19,6
Premier League,2008,ARS,0.3157894736842105,0.3157894736842105,19,19,6
Premier League,2008,AVL,0.15789473684210525,0.5789473684210527,19,19,6
Premier League,2008,BLBN,0.3684210526315789,0.5263157894736842,19,19,6
Premier League,2008,BOLN,0.3684210526315789,0.5263157894736842,19,19,6
Premier League,2008,CHE,0.42105263157894735,0.42105263157894735,19,19,6
Premier League,2008,EVE,0.42105263157894735,0.42105263157894735,19,19,6
Premier League,2008,FUL,0.3157894736842105,0.3157894736842105,19,19,6
Premier League,2008,HUL,0.15789473684210525,0.5789473684210527,19,19,6
Premier League,2008,LIVP,0.42105263157894735,0.3157894736842105,19,19,6
Premier League,2008,MANC,0.42105263157894735,0.3684210526315789,19,19,6
Premier League,2008,MANU,0.3157894736842105,0.2631578947368421,19,19,6
Premier League,2008,MID,0.3157894736842105,0.3684210526315789,19,19,6
Premier League,2008,NEW,0.21052631578947367,0.3684210526315789,19,19,6
Premier League,2008,POR,0.631578947368421,0.2631578947368421,19,19,6
Premier League,2008,STO,0.3157894736842105,0.47368421052631576,19,19,6
Premier League,2008,SUN,0.5263157894736842,0.3157894736842105,19,19,6
Premier League,2008,TOT,0.5263157894736842,0.42105263157894735,19,19,6
Premier League,2008,WBA,0.42105263157894735,0.3684210526315789,19,19,6
